name,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,total_reviews,reviews_per_month,host_listings_count,availability_365,number_of_reviews_ltm,has_license
Quaint BlueRoom. For Personal Comfort.,HeartStone,Brooklyn,Canarsie,40.64303,-73.89208,Entire home/apt,122.0,30,4,0.12,1,365,0,0
Astoria Gem /Two baths/  POOL/ Wi-Fi,Alex,Queens,Astoria,40.77474,-73.92653,Private room,199.0,30,79,2.29,1,179,0,0
Comfy and Cozy furnished studio,Sara M,Manhattan,Upper West Side,40.79718,-73.96369,Entire home/apt,92.0,30,0,0.0,34,364,0,0
Charming modern NYC studio,Danilo,Manhattan,East Harlem,40.79711,-73.93581,Entire home/apt,107.0,30,7,0.22,6,275,1,0
comfortable central cozy room in manhattan...,Alejandro,Manhattan,Hell's Kitchen,40.76532,-73.99507,Private room,79.0,30,83,2.42,1,88,0,0
Spacious home near JFK AiRPORT/ Casino,Sandeep,Queens,South Ozone Park,40.66705253549474,-73.82213146931153,Private room,106.0,2,166,4.9,1,86,75,1
"Grenada Brooklyn Cove-Large 2bd,1 bath Apt(2nd Fl)",Hakim,Brooklyn,East New York,40.67077,-73.87857,Entire home/apt,133.0,30,3,0.1,2,363,0,0
"Blueground | W. Village, w/d, nr park",Blueground,Manhattan,West Village,40.73034,-74.00506,Entire home/apt,340.0,31,0,0.0,1194,254,0,0
Amazing three bedroom great location in Manhattan,Francisco,Manhattan,Lower East Side,40.71328,-73.99054,Entire home/apt,130.0,30,11,0.35,5,365,3,0
Comfy BR w/ 2 twin beds + Bath Prospect Park South,Abdo,Brooklyn,Flatbush,40.65352,-73.96195,Private room,220.0,2,6,0.18,9,357,0,1
Cuarto pequeño con espacio para trabajo remoto,Jhon,Queens,East Elmhurst,40.76293,-73.86934,Private room,48.0,30,28,0.81,2,364,0,0
Sonder at One Platt | Superior 1BR Apt w/ Den,Sonder NYC,Manhattan,Financial District,40.7082,-74.00485,Entire home/apt,282.0,1,13,0.45,79,174,8,1
Private Bedroom and Bathroom Available in duplex,Howard,Manhattan,East Village,40.73033,-73.98469,Private room,300.0,30,27,0.79,2,365,0,0
Spacious & Authentic NYC Apt - PERFECT Location,Riley,Manhattan,Chelsea,40.74519,-74.0,Entire home/apt,315.0,90,0,0.0,1,89,0,0
Apartment close to JFK/LGA/NYC,Kamroon,Queens,Richmond Hill,40.68359551419599,-73.82986280227888,Private room,159.0,1,207,6.25,1,341,36,1
Lovely 2 bedroom apartment with deck and pool,Raheem,Brooklyn,Crown Heights,40.67266,-73.91481,Entire home/apt,599.0,30,3,0.09,3,179,0,0
LOVELY THIRD FLOOR 2 BEDROOM APT,Patricia,Manhattan,Harlem,40.81444,-73.94295,Entire home/apt,246.0,4,37,1.12,7,211,19,1
The Gwendolyn - Luxury Oasis Stay - UBS/ JFK/ LGA,The Snow Effect,Queens,Hollis,40.70955,-73.76267,Entire home/apt,121.0,30,58,1.7,1,215,2,0
"Blueground | UWS, gym & doorman, nr Julliard",Blueground,Manhattan,Upper West Side,40.7775972,-73.9884665,Entire home/apt,331.0,31,0,0.0,1194,0,0,0
Spacious 2BR on Upper East Side (30 DAYS MIN),The Local Stay,Manhattan,Upper East Side,40.78349,-73.9467,Entire home/apt,111.0,30,3,0.12,75,316,2,0
Room in Manhattan full of light with a view,Anna,Manhattan,Harlem,40.81008968730282,-73.95372519298624,Private room,67.0,30,1,0.15,4,180,1,0
The Queens Escape,Amanda,Queens,Springfield Gardens,40.66926,-73.76517,Private room,126.0,2,86,2.59,1,260,31,1
Lovely 1- bedroom condo Brooklyn (Crown Heights),Nissan,Brooklyn,Prospect-Lefferts Gardens,40.66246,-73.94276,Entire home/apt,180.0,30,0,0.0,1,363,0,0
✦Classy Room✦3min to Subway/Trendy Cafe Downstairs,Hancheng,Manhattan,Harlem,40.82187,-73.94548,Private room,151.0,4,47,1.39,1,27,16,1
St Regis Residence - 2 bedroom suite,Elisa,Manhattan,Midtown,40.76277,-73.97539,Private room,2657.0,1,13,0.38,4,364,2,1
Spacious and Comfy Studio near Columbia in UWS,Sara M,Manhattan,Upper West Side,40.79577,-73.96328,Entire home/apt,90.0,30,2,0.1,34,275,0,0
Too COOL n stylish New 1BR oasis in Manhattan,Jillian,Manhattan,East Harlem,40.79349,-73.93378,Entire home/apt,170.0,30,16,0.51,3,336,0,0
Brooklyn Beloved,Natalie,Brooklyn,Flatbush,40.64194,-73.96557,Entire home/apt,139.0,30,38,1.12,17,89,1,0
"3 BR 2.5 BA house, magical garden, family friendly",Ned,Brooklyn,Bedford-Stuyvesant,40.67875,-73.95108,Entire home/apt,264.0,30,3,0.1,1,207,0,0
Farrockaway 2BD home with backyard and fireplace,Michelle,Queens,Edgemere,40.59341982423065,-73.77850258977804,Entire home/apt,153.0,30,1,0.05,1,267,0,0
BROOKLYN NIGHTS WITH PRIVATE PATIO AND BBQ GRILL,R.J,Brooklyn,Bedford-Stuyvesant,40.68972,-73.94611,Entire home/apt,125.0,1,166,4.88,5,26,68,1
Fisherman's Dream on East River & Ferry Point Golf,Book It,Bronx,Throgs Neck,40.812206,-73.82663,Entire home/apt,157.0,30,6,0.19,4,365,1,0
Trendy Brand New Studio on The Upper East Side,Raphael,Manhattan,Upper East Side,40.77151,-73.95641,Entire home/apt,127.0,30,2,0.06,93,365,1,0
New Gorgeous Studio on the Upper East Side,Raphael,Manhattan,Upper East Side,40.77147,-73.95464,Entire home/apt,127.0,30,4,0.14,93,336,1,0
Bright and airy Brooklyn Pad,Rene,Brooklyn,Bushwick,40.6843124639949,-73.90723432267528,Private room,97.0,30,1,0.05,1,270,0,0
Lovely 1 bedroom apt with patio by Yankee Stadium,Daniel,Bronx,Concourse Village,40.82831,-73.91471,Entire home/apt,115.0,30,48,1.4,3,335,1,0
Charming room near  Industry City & Prospect Park,Marc,Brooklyn,Sunset Park,40.66181,-73.98994,Private room,51.0,30,6,0.26,2,336,1,0
"Large, clean and cozy 1 bedroom",Sharon,Brooklyn,Crown Heights,40.6695,-73.92934,Entire home/apt,110.0,30,39,1.2,1,190,4,0
Comfy 1-bedroom Manhattan condo close to subway,Maria & Seth,Manhattan,Washington Heights,40.84158,-73.93732,Entire home/apt,128.0,30,6,0.18,1,120,0,0
Charming 2 bedroom in the heart of Williamsburg!,Simon,Brooklyn,Williamsburg,40.71272,-73.96416,Entire home/apt,244.0,30,12,0.35,1,66,0,0
Beautiful modern renovated studio in SOHO (42),Nathan,Manhattan,SoHo,40.72753,-74.00179,Entire home/apt,107.0,30,5,0.16,47,331,2,0
Modern Cozy 2BD Getaway w/ Fast Wi-fi/Parking,AnnMarie,Brooklyn,Canarsie,40.63021,-73.89853,Entire home/apt,91.0,30,31,0.91,3,183,1,0
Lovely Suite private bath by Metro & Industry City,Andrada,Brooklyn,Sunset Park,40.65653,-74.00497,Private room,106.0,1,199,5.98,7,75,69,1
5A Lovely 2 bedroom with balcony,Krzysztof,Brooklyn,Williamsburg,40.71915,-73.94321,Entire home/apt,143.0,30,8,0.28,8,86,2,0
Westside Gem - Hudson River Views,Art,Manhattan,Midtown,40.76737,-73.98208,Entire home/apt,108.0,30,22,0.7,1,31,0,0
Private Room in Bushwick,Celina,Brooklyn,Bushwick,40.68791824831504,-73.9155172552625,Private room,147.0,1,118,3.44,1,160,55,1
Large 4Bedrooms/4Baths / New York,Ron,Manhattan,East Harlem,40.79411807890201,-73.93260976645611,Entire home/apt,707.0,2,71,2.13,1,301,23,1
"Nice private room in Brooklyn. Safe, quiet area.",Terje,Brooklyn,Bath Beach,40.607342,-74.005783,Private room,43.0,30,22,0.66,2,90,3,0
"Luxury Full Floor W. Private Elevator 3 BR, 2 BTH",Uzi,Manhattan,Harlem,40.80048,-73.952858,Entire home/apt,375.0,30,3,0.14,2,243,1,0
2 BR with easy access to hospitals in NYC & Queens,Sepi,Queens,Forest Hills,40.71512222290039,-73.83577728271484,Entire home/apt,150.0,30,9,0.27,2,357,2,0
Cozy Private Room. 15 min to Manhattan (Marilyn),Andres,Queens,Long Island City,40.752808,-73.925415,Private room,95.0,3,118,3.45,3,29,41,1
New Large Modern Apartment in heart of Bushwick,Sasha,Brooklyn,Bushwick,40.70178,-73.91235,Entire home/apt,249.0,3,60,1.79,1,235,43,1
Lovely apartment  with  two rooms in second floor,Osyma,Brooklyn,Bay Ridge,40.62677706342476,-74.02417135238647,Entire home/apt,158.0,30,47,1.46,1,365,0,0
Hill Top Apt,Patrick,Brooklyn,East New York,40.67315,-73.89235,Entire home/apt,83.0,30,4,0.12,6,365,0,0
"Base Apt
(Basement apt)",Patrick,Queens,Queens Village,40.7126,-73.73964,Entire home/apt,70.0,30,3,0.09,6,340,0,0
Lovely 1-Bedroom in Luxury Building with pool,Chris,Bronx,Mott Haven,40.80856,-73.9274,Private room,154.0,30,7,0.21,2,179,0,0
Lovely and cozy 2-bedroom unit in Brooklyn,Luciana,Brooklyn,Sunset Park,40.65154,-74.00982,Entire home/apt,125.0,30,0,0.0,1,364,0,0
Lovely 3-Bedroom entire apartment.,Carol,Brooklyn,Bushwick,40.6908,-73.91667,Entire home/apt,211.0,30,11,0.32,1,364,0,0
FULL OF LIGHT DUPLEX,Elodie,Brooklyn,Windsor Terrace,40.6574,-73.98495,Entire home/apt,300.0,30,1,0.04,1,336,0,0
2BR in Mid-Century Modern Oasis,Christlyn,Brooklyn,Bushwick,40.70543,-73.91581,Private room,226.0,30,64,1.88,2,160,0,0
"Modern UES Condo/ Doorman, Valet, Private Security",Miriam,Manhattan,Upper East Side,40.78099355074147,-73.95032696219978,Entire home/apt,400.0,30,0,0.0,1,151,0,0
Sunny room + private bathroom & workspace avail,Maria,Brooklyn,Bushwick,40.68926,-73.91638,Private room,126.0,1,65,1.99,1,163,28,1
The Study,Michael,Brooklyn,Williamsburg,40.708946,-73.941032,Private room,65.0,30,8,0.25,2,365,1,0
The Attic,Michael,Brooklyn,Williamsburg,40.70809,-73.94,Private room,55.0,30,7,0.22,2,351,4,0
Beautiful bedroom in NYC Apartment,J Carlos Retals,Manhattan,Washington Heights,40.84629,-73.94351,Private room,60.0,30,68,2.03,3,338,4,0
Cozy private bedroom in Long Island City,İsmail,Queens,Long Island City,40.75417,-73.93841,Private room,60.0,30,0,0.0,1,365,0,0
Beautiful townhouse in Greenpoint/Williamsburg,Andrea,Brooklyn,Greenpoint,40.7276,-73.95177,Entire home/apt,405.0,30,6,0.19,1,143,0,0
"1bdr Astoria Queens,1 
 min to N train, bath, kit",Lionel,Queens,Long Island City,40.757114,-73.929756,Private room,62.0,30,6,0.19,1,90,1,0
HISTORIC $10MLN MANSION IN THE HEART OF PARK SLOPE,AVacations,Brooklyn,Park Slope,40.66972,-73.97427,Entire home/apt,2040.0,30,1,0.03,1,364,0,0
"Blueground | UWS, doorman & view, nr park",Blueground,Manhattan,Upper East Side,40.7751289,-73.96470569999997,Entire home/apt,578.0,31,0,0.0,1194,315,0,0
"Blueground | Midtown W, gym, doorman & w/d",Blueground,Manhattan,Hell's Kitchen,40.760596,-73.99628,Entire home/apt,422.0,31,0,0.0,1194,274,0,0
Private unit w/ private bath and entrance.,Linh,Queens,Flushing,40.75036,-73.80607,Entire home/apt,63.0,30,13,0.43,1,102,4,0
Lovely 2 bedroom Appartment in Brooklyn,Raquel,Brooklyn,Bedford-Stuyvesant,40.68056,-73.93894,Entire home/apt,269.0,30,0,0.0,1,358,0,0
Modern Cozy Bedroom 2-B,Miguel,Bronx,Edenwald,40.89213,-73.84204,Private room,36.0,30,56,1.72,3,279,2,0
Brooklyn brownstone apt w private roof deck,Marc,Brooklyn,Crown Heights,40.6761,-73.94913,Entire home/apt,160.0,30,6,0.19,1,90,2,0
"Blueground | LIC, w/d, doorman, nr East River",Blueground,Queens,Long Island City,40.7448909,-73.9568403,Entire home/apt,304.0,31,1,0.04,1194,271,0,0
The Blue Gem Studio,Matt,Manhattan,Midtown,40.75476,-73.96383,Entire home/apt,145.0,30,6,0.19,17,293,0,0
Brooklyn Garden Home,Natalie,Brooklyn,Flatbush,40.63991,-73.96346,Entire home/apt,175.0,30,24,0.72,17,121,0,0
Amazing NYC residence,Tiffany,Manhattan,East Harlem,40.78856,-73.94775,Entire home/apt,425.0,30,0,0.0,1,365,0,0
Cozy 2 BR 2 bath w/Garden Greenpoint Brooklyn,Aj,Brooklyn,Greenpoint,40.73763,-73.95416,Entire home/apt,239.0,30,8,0.26,1,89,0,0
"Private room""B""",Jenny,Brooklyn,Brighton Beach,40.58293,-73.96314,Private room,65.0,30,29,0.87,3,214,0,0
Luxury Penthouse Suite near Central Park,The Manhattan Club,Manhattan,Midtown,40.76469,-73.981224,Entire home/apt,439.0,1,105,3.13,11,360,41,1
Lovely 1 bedroom apartment in Central Harlem NYC,Michael,Manhattan,Harlem,40.80815,-73.94638,Entire home/apt,223.0,3,63,1.96,1,224,22,1
Beautiful NYC Oasis!,Lauren,Manhattan,Washington Heights,40.83623,-73.93913,Private room,64.0,30,0,0.0,1,362,0,0
Unit 2A Nice 3 Bedroom Apartment 15 Mins From JFK,Radhames,Queens,Woodhaven,40.68713,-73.86362,Entire home/apt,95.0,30,73,2.14,4,2,0,0
4 Serene Units In The Heart Of NYC!,RoomPicks By Victoria,Manhattan,Theater District,40.76055,-73.98636,Hotel room,1227.0,1,0,0.0,25,313,0,1
The Heart Of New York City! 3 Awesome Units!,RoomPicks By Victoria,Manhattan,Theater District,40.76055,-73.98636,Hotel room,920.0,1,5,0.3,25,314,4,1
2 Premium Rooms at The Gallivant Times Square!,RoomPicks By Victoria,Manhattan,Theater District,40.76055,-73.98636,Hotel room,613.0,1,7,0.68,25,314,7,1
Gorgeous and Fully equipped Luxury 1 Bedroom Apt!,Shai,Manhattan,Hell's Kitchen,40.76194,-73.99464,Entire home/apt,191.0,30,11,0.35,13,246,4,0
Entire Deluxe Suite in Bedford-Stuyvesant,Lourdes,Brooklyn,Bedford-Stuyvesant,40.68282781208708,-73.9486211667792,Private room,90.0,30,80,2.44,3,153,10,0
"Luxurious, full-floor 2 bed, 2 bath Flatiron NOMAD",Leo,Manhattan,Midtown,40.74597,-73.98521,Entire home/apt,995.0,30,46,1.41,1,270,0,0
"Blueground | East Village, w/d, nr train",Blueground,Manhattan,East Village,40.73017,-73.98246,Entire home/apt,382.0,31,1,0.03,1194,323,0,0
"Blueground | East Village, w/d, nr Union Sq",Blueground,Manhattan,East Village,40.7324098,-73.98747879999999,Entire home/apt,409.0,31,0,0.0,1194,156,0,0
"Blueground | UWS, gym & doorman, nr Julliard",Blueground,Manhattan,Upper West Side,40.7775972,-73.9884665,Entire home/apt,326.0,31,1,0.35,1194,1,1,0
"Blueground | UWS, gym & doorman, nr Julliard",Blueground,Manhattan,Upper West Side,40.7775972,-73.9884665,Entire home/apt,326.0,31,0,0.0,1194,2,0,0
"Blueground | UWS, gym & doorman, nr Julliard",Blueground,Manhattan,Upper West Side,40.7776,-73.98847,Entire home/apt,326.0,31,0,0.0,1194,1,0,0
2 bed loft in heart of Carroll Gardens,Simon,Brooklyn,Carroll Gardens,40.67859,-73.99849,Entire home/apt,200.0,30,0,0.0,1,273,0,0
Cozy Private Room. 15 min to Manhattan (Broadway),Andres,Queens,Long Island City,40.754,-73.92508,Private room,95.0,3,127,3.76,3,9,57,1
The Guest Room,Mar,Brooklyn,Bushwick,40.68542,-73.9112,Private room,113.0,30,64,1.87,3,90,0,0
Family friendly apartment in trendy Greenpoint,Jessica,Brooklyn,Greenpoint,40.72262,-73.94949,Entire home/apt,475.0,30,2,0.1,1,247,0,0
法拉盛清靜小築,Jeff,Queens,Flushing,40.77138,-73.81148,Entire home/apt,126.0,30,27,0.8,1,261,2,0
Lovely 2-Bedroom/4 guest rental unit in Brooklyn,Jose,Brooklyn,Sunset Park,40.66365,-73.99587,Entire home/apt,250.0,30,38,1.23,1,364,1,0
"Blueground | Midtown W, doorman, nr Times Sq",Blueground,Manhattan,Hell's Kitchen,40.76304,-73.98697,Entire home/apt,323.0,31,1,0.03,1194,4,0,0
King Size Apt in Brooklyn,Christopher,Brooklyn,Crown Heights,40.67364687988967,-73.92721273889428,Entire home/apt,150.0,3,99,2.94,1,156,41,1
Massive Bright bedroom in a townhouse + backyard,Kaina,Brooklyn,Crown Heights,40.67625,-73.91507,Private room,46.0,30,9,0.3,4,142,2,0
Beautiful One Bedroom Apartment in NYC,Edin,Queens,Astoria,40.75675,-73.92231,Entire home/apt,115.0,30,0,0.0,1,365,0,0
Modern 2 Bedroom Apartment in Murray Hill,Raphael,Manhattan,Kips Bay,40.74297,-73.97359,Entire home/apt,265.0,30,1,0.04,93,345,0,0
Quintessential West Village Charmer,Mireya,Manhattan,West Village,40.73142,-74.00587,Entire home/apt,250.0,30,0,0.0,1,365,0,0
Modern 2BD 2BA Apt NYC | Near NJ | Parking & More,Anna,Staten Island,Prince's Bay,40.52498,-74.21514,Entire home/apt,171.0,30,28,0.82,1,91,2,0
Art-filled duplex + large shared garden,Sara,Brooklyn,Bedford-Stuyvesant,40.67978,-73.92734,Private room,295.0,5,40,1.18,1,333,1,1
Cozy  Bedroom in Saint Albans,Rudy,Queens,St. Albans,40.6936,-73.75667,Entire home/apt,80.0,30,59,1.74,3,90,2,0
New *Luxurious* Studio - 30 min from heart of NYC,Frandelys,Brooklyn,Sheepshead Bay,40.60967,-73.9536,Entire home/apt,83.0,30,46,1.35,1,216,4,0
"Air-Rock
Vacation spot",Dmitri,Queens,Far Rockaway,40.59281,-73.75705,Entire home/apt,136.0,30,4,0.12,1,89,0,0
Beautiful Designed Room with Private Bathroom,Carmen,Queens,Glendale,40.70503,-73.88245,Private room,53.0,30,4,0.15,1,118,2,0
lovely private room in Woodside,Yigit,Queens,Sunnyside,40.73352,-73.92052,Private room,50.0,30,11,0.36,1,306,3,0
3-BR Duplex w/ Private Rooftop in Upper Manhattan,Patricia,Manhattan,Harlem,40.80853,-73.94433,Entire home/apt,300.0,30,0,0.0,1,102,0,0
Cozy Private Bedroom: 15 min to JFK/ 20 min to LGA,Felisha,Queens,St. Albans,40.69595,-73.76322,Private room,63.0,30,14,0.42,2,365,0,0
2 Bdrm apartment in south Park Slope Brooklyn,Vangelis,Brooklyn,Windsor Terrace,40.658329,-73.981972,Entire home/apt,105.0,30,4,0.14,6,269,3,0
Beautiful 1bedroom with kitchen & private bathroom,Bricktown,Queens,Jamaica,40.702717,-73.785645,Entire home/apt,100.0,30,32,0.94,1,365,1,0
"Blueground | LES, elevator, w/d & roof, nr parks",Blueground,Manhattan,Lower East Side,40.71968,-73.98333,Entire home/apt,262.0,31,0,0.0,1194,214,0,0
Lovely 2 Double Beds + Prvt BA near Prospect Park,Abdo,Brooklyn,Flatbush,40.65204,-73.96353,Private room,230.0,2,10,0.3,9,357,0,1
Private room C,Jenny,Brooklyn,Brighton Beach,40.583878,-73.962097,Private room,70.0,30,12,0.36,3,275,0,0
"Blueground | Midtown, elevator & gym, nr Times Sq.",Blueground,Manhattan,Theater District,40.7607614,-73.98610550000001,Entire home/apt,352.0,31,0,0.0,1194,200,0,0
LOVELY STUDIO WITH W/D,Matt,Manhattan,Midtown,40.75501,-73.96229,Entire home/apt,155.0,30,0,0.0,13,248,0,0
Family Surf House at the Beach,Tabitha And Michael,Queens,Arverne,40.58659,-73.79869,Entire home/apt,450.0,30,4,0.12,1,326,0,0
Elegant apt 10min from JFK and 5min from USB arena,Mark,Queens,Cambria Heights,40.68494,-73.73105,Entire home/apt,73.0,30,20,0.6,5,363,2,0
Chic one-bedroom with terrace & Hudson River view,Monika,Manhattan,Hell's Kitchen,40.75764,-73.99722,Entire home/apt,665.0,30,6,0.18,1,177,0,0
"4 Bedroom 20 Min 2 Manhattan, 5 Min 2 Bronx Zoo",Eskander,Bronx,Van Nest,40.84561,-73.86301,Entire home/apt,135.0,30,6,0.22,3,365,0,0
25 Min to Manhattan New 2 Bed 1 Bath None smoked,Mohammed,Bronx,Van Nest,40.84865,-73.86341,Entire home/apt,193.0,30,38,1.13,1,365,0,0
Zenful Urban Sanctuary with Patio - Shared Unit,Julissa,Brooklyn,Bushwick,40.68869,-73.91684,Entire home/apt,350.0,30,57,1.86,2,365,0,1
Charming getaway w/view *Minutes from Ferry*,Joseph,Staten Island,Tompkinsville,40.6359,-74.07963,Private room,184.0,2,94,2.81,1,239,25,1
★LOVELY UPPER EAST SIDE STUDIO - CENTRAL PARK★,Inna,Manhattan,Upper East Side,40.77066,-73.95549,Entire home/apt,120.0,30,13,0.42,46,239,7,0
Cheerful room in  a home with a hot tub,Joshua,Brooklyn,Bedford-Stuyvesant,40.68433,-73.95196,Private room,179.0,31,36,1.08,2,90,0,0
"Duplex with garden, 20 min to Manhattan.",Jenny,Queens,Ridgewood,40.69687,-73.90141,Entire home/apt,187.0,30,1,0.03,1,364,0,0
Elegant Cozy 3 bedroom apartment!,Shulamite,Bronx,Wakefield,40.89712,-73.85904,Entire home/apt,248.0,30,19,0.57,5,355,2,0
Sun-room + apt (host will be away for holidays),Mo,Manhattan,Upper West Side,40.77858120013904,-73.97970409015205,Private room,225.0,30,30,0.9,1,179,1,0
Unforgettable 2BR apt with incredible selfie wall.,Marianny,Brooklyn,East New York,40.67491680000001,-73.87841890000001,Entire home/apt,90.0,30,170,5.05,2,365,0,0
"Cozy NYC Apt, Carroll Gardens - long & short-term",Harun,Brooklyn,Carroll Gardens,40.67948,-73.99923,Entire home/apt,240.0,30,30,1.36,1,267,4,0
Park Slope Townhouse: Private Full-Floor 2 Bedroom,Robert,Brooklyn,Park Slope,40.68069,-73.98059,Entire home/apt,365.0,30,61,2.07,1,270,0,0
Stunning 1BR with private terrace in Prime Midtown,Frotas,Manhattan,Murray Hill,40.74641702990782,-73.972662472683,Entire home/apt,184.0,31,4,0.12,8,358,0,0
"Blueground | Midtown, laundry, nr Grand Central",Blueground,Manhattan,Midtown,40.75465899999999,-73.9721295,Entire home/apt,397.0,31,0,0.0,1194,203,0,0
"High Ceilings, Sunlight and Private Backyard! BK",Tori,Brooklyn,Bushwick,40.69933,-73.92178,Entire home/apt,175.0,30,11,0.33,1,363,0,0
"Artsy, large, luxurious garden open plan apartment",Ian,Brooklyn,East Flatbush,40.64692,-73.94551,Entire home/apt,95.0,30,10,0.31,1,259,4,0
"New room, AC, laundry, large closet, Only girl#129",Eugene,Brooklyn,Bushwick,40.69103,-73.91199,Private room,44.0,30,1,0.09,617,365,1,0
Lovely 2 bedroom with glass and royal blue furnish,Emerald,Bronx,Norwood,40.88345,-73.88012,Entire home/apt,203.0,30,0,0.0,1,365,0,0
Amazing 2BR Apartment in the Center of Brooklyn,Blandine,Brooklyn,East Flatbush,40.651272,-73.945312,Private room,133.0,3,69,2.2,2,357,29,1
Beautiful New 1 BR Apt with front yard.,Ryan,Queens,St. Albans,40.704594,-73.766525,Entire home/apt,99.0,30,53,1.71,1,90,1,0
2nd floor studio in Boerum Hill Brooklyn,Patricia,Brooklyn,Boerum Hill,40.6868,-73.9862,Private room,139.0,3,153,4.5,1,30,60,1
Spacious King bedroom home on second flr,Ariane,Queens,Queens Village,40.71218,-73.75003,Private room,73.0,30,23,0.68,1,90,0,0
One  Bedroom Rental Unit with  Kitchen Priviledge,Betty,Queens,Flushing,40.76118405966738,-73.8325484086377,Private room,60.0,30,0,0.0,2,270,0,0
Greenpoint/North Williamsburg duplex with backyard,Eleonore,Brooklyn,Greenpoint,40.72468,-73.9532,Entire home/apt,180.0,30,4,0.12,1,104,0,0
Private Home in Astoria 2nd floor,Shuhana,Queens,Astoria,40.76959,-73.91861,Entire home/apt,197.0,1,142,4.19,1,172,61,1
Sunny Private Bedroom in a European House,Ben,Queens,Long Island City,40.75548,-73.91878,Private room,95.0,30,0,0.0,2,365,0,0
Lovely 1-bedroom rental unit,Giani,Bronx,Port Morris,40.80667,-73.92715,Private room,82.0,30,2,0.06,4,364,0,0
Lovely 1-bedroom Room rental,Giani,Bronx,Port Morris,40.8046,-73.92654,Private room,60.0,30,3,0.1,4,364,0,0
2 BDRM penthouse in the heart of the LES,Sally,Manhattan,Lower East Side,40.72235,-73.98797,Entire home/apt,489.0,30,3,0.1,1,365,0,0
Spacious Bushwick Apartment,Danny,Brooklyn,Bushwick,40.69124,-73.90679,Private room,180.0,30,0,0.0,1,365,0,0
Nice and cozy place to stay.,Marie,Brooklyn,Canarsie,40.63605,-73.88813,Private room,86.0,30,86,3.14,1,365,0,0
LUXURY 2-BEDROOM IN CROWN HEIGHTS - Front Entrance,Sarah,Brooklyn,Crown Heights,40.666702,-73.938072,Entire home/apt,270.0,30,9,0.28,2,364,0,0
Cozy Private 3 Bedroom Apartment,Christine,Brooklyn,Bedford-Stuyvesant,40.68259312544736,-73.91270704828831,Entire home/apt,70.0,30,0,0.0,1,335,0,0
Unit 1A Nice 3-Bedroom Apt In Queens 15 Mins JFK,Radhames,Queens,Woodhaven,40.68664,-73.86351,Entire home/apt,91.0,30,69,2.04,4,204,6,0
Chic private room steps from Metro & Industry City,Andrada,Brooklyn,Sunset Park,40.65518,-74.00313,Private room,97.0,30,104,3.08,7,9,4,0
"2 BRs w/ Queen, King + Prvt BA near Prospect Prk",Abdo,Brooklyn,Flatbush,40.65158,-73.9614,Private room,275.0,2,10,0.3,9,357,2,1
Modern bedroom kitchen bath & living room,Curlene,Brooklyn,East Flatbush,40.65888,-73.92638,Entire home/apt,90.0,30,62,1.88,1,221,9,0
"Lovely, newly renovated 2BR New York apartment",Anna,Manhattan,East Village,40.72889,-73.98642,Entire home/apt,180.0,30,4,0.13,1,135,1,0
Lovely 1- bedroom in apartment,Geovanna Mariela,Brooklyn,Sheepshead Bay,40.605213,-73.953468,Private room,92.0,30,41,1.28,1,89,1,0
Your bedroom in the center of Williamsburg!,Armando,Brooklyn,East Flatbush,40.64926,-73.94942,Private room,83.0,30,2,0.06,1,363,0,0
Cozy Brooklyn Studio Minutes from Subway & JFK!,David,Brooklyn,East New York,40.672791,-73.881798,Entire home/apt,56.0,30,28,0.83,1,281,3,0
Private Room in Charming 2-bedroom Apartment!,Sara,Manhattan,Greenwich Village,40.73045,-73.99984,Private room,120.0,30,11,0.35,2,83,4,0
Lovely room in Brooklyn,Wismick,Brooklyn,Bergen Beach,40.625278,-73.9114,Private room,150.0,30,29,0.92,1,365,0,0
Exclusive Private Studio 235 | Private Bathroom,Eliza,Manhattan,Midtown,40.74797,-73.98673,Private room,127.0,1,17,0.63,68,289,11,1
DEMIDUSHKA PROD. LOFT,Demid,Brooklyn,Bay Ridge,40.630341,-74.025009,Private room,100.0,30,0,0.0,1,90,0,0
Comfy & Stylish 1Bed+ bonus space!,Alexis,Brooklyn,Sunset Park,40.66146,-73.98834,Entire home/apt,158.0,30,19,0.63,1,225,4,0
Perfect Stay  2BR apartment in NY,Diala,Queens,Arverne,40.59671,-73.7949,Entire home/apt,220.0,30,20,0.6,2,365,0,0
Cozy Private Room in the Heart of New York City!,Rex,Manhattan,Midtown,40.74602,-73.98907,Private room,86.0,30,17,0.82,1,331,5,0
"Boerum Hill Studio, Near Barclays, Monthly Stay",Emily,Brooklyn,Boerum Hill,40.68805,-73.98438,Entire home/apt,202.0,30,2,0.22,1,89,2,0
Work from Home Gem on UWS next to Central Park,Andrew,Manhattan,Upper West Side,40.80012,-73.96015,Private room,110.0,30,3,0.09,4,90,1,0
Two bed room on 12th floor.,Henri,Manhattan,Midtown,40.74671,-73.98691,Entire home/apt,239.0,1,110,4.1,13,89,54,1
Super Location in Brooklyn -  1 bedroom apartment,Roman,Brooklyn,Brighton Beach,40.58084,-73.9541,Entire home/apt,119.0,30,34,1.03,2,363,1,0
Lovely and spacious studio @Park Avenue (Midtown),Lee,Manhattan,Murray Hill,40.74853,-73.97904,Entire home/apt,193.0,31,46,1.39,1,180,0,0
