name,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,total_reviews,reviews_per_month,host_listings_count,availability_365,number_of_reviews_ltm,has_license
Park Slope Perfect 2 BR,Dani,Brooklyn,South Slope,40.66807,-73.98729,Entire home/apt,135.0,31,4,0.06,3,122,0,0
"Two bedroom, monthly rental on B92nd St!",Jessica,Queens,Rockaway Beach,40.58773422241211,-73.81666564941406,Entire home/apt,125.0,30,110,1.79,1,286,1,0
Clean and renovated! 2 Bedrooms in Bensonhurst,Joe,Brooklyn,Bensonhurst,40.60515,-73.99818,Entire home/apt,105.0,30,122,1.54,2,166,0,0
Modern 1 Bedroom apt in Bensonhurst- Sleeps 4,Joe,Brooklyn,Bensonhurst,40.60735,-73.99923,Entire home/apt,100.0,30,45,0.57,2,164,0,0
Spacious room w/ private bath.  Mid Flushing,Liqin,Queens,Flushing,40.7593,-73.8199,Private room,118.0,1,234,2.93,6,352,57,1
Most beautiful bedroom in Harlem,Armande,Manhattan,East Harlem,40.80722,-73.93871,Private room,60.0,30,64,0.8,6,180,0,0
HARLEM ROCKS/BEST APARtMENT,Armande,Manhattan,East Harlem,40.80912,-73.9388,Entire home/apt,120.0,30,5,0.08,6,179,1,0
Private room in spacious loft (room 2),Anthony,Brooklyn,Williamsburg,40.70865,-73.93649,Private room,53.0,30,148,1.85,1,273,0,0
Test Drive A Historic Brownstone in Brooklyn!,Cheryl,Brooklyn,Bedford-Stuyvesant,40.68587,-73.94104,Entire home/apt,150.0,30,2,0.03,1,365,0,0
"Cozy house in Woodside, comfortable are.",Shogo,Queens,Woodside,40.74121,-73.89288,Private room,40.0,30,5,0.07,231,56,1,0
Spacious paradise all by urself DT Flushing Mainst,Tony,Queens,Flushing,40.75631,-73.83327,Entire home/apt,159.0,30,156,2.18,7,0,0,0
Private En-suite in an Beautiful Brownstone.  770.,Naftaly,Brooklyn,Crown Heights,40.66743,-73.94282,Entire home/apt,126.0,30,126,1.62,1,179,0,0
Queens Finest Luxury Place(hosted Rental),Roland,Queens,Jamaica,40.69934,-73.78676,Private room,75.0,30,118,1.49,2,365,0,0
Midtown real 1 bedroom condo,Sacha,Manhattan,Midtown,40.75311,-73.97257,Entire home/apt,175.0,30,35,0.46,1,197,5,0
Luxury Cozy Retreat,Donna,Queens,Rosedale,40.66286,-73.7294,Private room,126.0,3,29,0.74,1,365,6,1
Boerum Hill Queen BR in a Classic NYC Brownstone,Allen,Brooklyn,Boerum Hill,40.6863876,-73.985789,Private room,144.0,2,223,2.83,3,10,29,1
Queens house bedroom 2,Desmond,Queens,Springfield Gardens,40.66533,-73.75701,Private room,180.0,30,1,0.02,3,179,0,0
Queens house bedroom 4,Desmond,Queens,Springfield Gardens,40.6633,-73.75727,Private room,180.0,30,3,0.04,3,179,0,0
Bright+Spacious NYC Bdrm (25mins to Museums),Iara,Queens,East Elmhurst,40.75558,-73.88671,Private room,56.0,30,8,0.12,2,120,1,0
Boerum Hill Twin BR in a Classic NYC Brownstone,Allen,Brooklyn,Boerum Hill,40.6863876,-73.985789,Private room,145.0,2,222,2.81,3,14,22,1
Boerum Hill  2 BR Suite in Classic NYC Brownstone,Allen,Brooklyn,Boerum Hill,40.68624,-73.98586,Private room,281.0,2,40,0.52,3,5,3,1
Spacious bedroom in Bed Stuy Brooklyn,Antoinette,Brooklyn,Bedford-Stuyvesant,40.69243,-73.94843,Private room,150.0,2,204,2.62,1,12,31,1
Sunnyside 2BR entire apt -minutes to Manhattan!,JoAnn,Queens,Long Island City,40.74753409902981,-73.92138867617236,Entire home/apt,124.0,30,24,0.32,1,183,6,0
Spectacular East Village Loft,Chris,Manhattan,East Village,40.73148,-73.98309,Entire home/apt,200.0,30,127,1.61,1,212,8,0
New york Lovely Guest Room.,Frances,Queens,Flushing,40.73859,-73.8292,Private room,48.0,30,21,0.26,2,365,0,0
Cozy 1 bedroom apartment  in trendy Bushwick.,Jorge,Brooklyn,Bushwick,40.69498,-73.92258,Entire home/apt,125.0,30,140,1.76,1,108,5,0
Luxurious Hell’s Kitchen Famous Vibrant NYC!,Ofra,Manhattan,Hell's Kitchen,40.76397,-73.98833,Entire home/apt,275.0,30,118,1.48,3,240,3,0
Sweet room/Private attached bath central Flushing.,Liqin,Queens,Flushing,40.75792,-73.8193,Private room,118.0,1,194,2.43,6,351,55,1
Modern & Cozy Apt in Brooklyn.,Vanessa,Brooklyn,Dyker Heights,40.61792,-74.00731,Entire home/apt,160.0,30,31,0.39,2,292,2,0
Indoor Pool NYC,Journey,Queens,Jamaica Estates,40.71888,-73.78828,Entire home/apt,268.0,30,1,0.02,1,364,0,0
Private room & EN SUITE bath - steps to A express!,Amy,Manhattan,Washington Heights,40.85167,-73.9371,Private room,113.0,30,70,0.89,1,177,0,0
The Columbus II • Vibe 8614,Darren,Manhattan,Upper West Side,40.784549713134766,-73.97425842285156,Entire home/apt,88.0,30,12,0.15,138,215,1,0
4Js Room4You,Joel And Jamila,Brooklyn,East Flatbush,40.65224,-73.91804,Private room,67.0,30,2,0.03,3,173,0,0
Room4You by 4Js,Joel And Jamila,Brooklyn,East Flatbush,40.65218,-73.91817,Private room,70.0,30,4,0.05,3,173,0,0
Freehand New York - Solo Room,Freehand,Manhattan,Flatiron District,40.7403,-73.98599,Private room,185.0,1,328,4.13,6,0,2,1
Sunny Queen room in E. Williamsburg,Eli,Brooklyn,Williamsburg,40.71224,-73.93976,Private room,74.0,30,27,0.37,2,152,2,0
Best of Both Worlds! Sunny Bedroom 15 Min to NYC,Andi,Queens,Forest Hills,40.71901,-73.84461,Private room,102.0,30,0,0.0,1,90,0,0
Bedroom available 20 mins to Manhattan!!,Eibhlin,Brooklyn,Bedford-Stuyvesant,40.68987,-73.92695,Private room,42.0,30,3,0.05,15,240,0,0
Brand New 1 Bedroom w/Parking-25 Mins to Manhattan,Philip,Queens,Douglaston,40.76741,-73.74617,Entire home/apt,130.0,30,80,1.01,1,102,4,0
Beyond Stay-ArthurAshe/JFK/UBS,Natiesha,Queens,Rosedale,40.65272,-73.72614,Entire home/apt,129.0,30,42,0.92,1,291,4,0
Dingy’s Retreat,Liza,Brooklyn,Flatbush,40.6453746,-73.9542477,Shared room,206.0,2,7,0.73,1,178,7,1
New York Condominium,Kenneth Benson,Manhattan,SoHo,40.72062,-74.00282,Entire home/apt,1242.0,30,23,0.29,1,362,0,0
"Airy, modern Penthouse in a Brooklyn Brownstone )",Travis,Brooklyn,Bedford-Stuyvesant,40.67992,-73.93789,Entire home/apt,252.0,5,259,3.27,3,151,46,1
Sunny Room in Sunset Park Industry City Brooklyn,Patricia,Brooklyn,Sunset Park,40.6524,-74.00387,Private room,95.0,2,228,2.88,2,120,53,1
Large Bedroom Steps from Subway (2nd Flr Room),Lee,Brooklyn,Flatbush,40.641239166259766,-73.96507263183594,Private room,114.0,2,299,3.77,8,177,85,1
Legal Clean/Modern Studio 1st floor access #10292,Jason,Manhattan,Upper East Side,40.77899,-73.95243,Entire home/apt,198.0,30,84,1.07,1,90,0,0
1BR Apt min to 110St and Lex Subway 10mins C. Park,Kaz,Manhattan,East Harlem,40.79465,-73.9437,Entire home/apt,90.0,30,26,0.34,42,304,3,0
Fanta Sea Home 3,Jewell,Brooklyn,Brownsville,40.66549,-73.91764,Private room,60.0,30,31,0.4,3,364,2,0
Bedroom Two  in Private House Near JFK Airport,Cando,Queens,South Ozone Park,40.67286,-73.79686,Private room,40.0,30,224,2.92,3,180,3,0
Bedroom One In Private House Near JFK Airport,Cando,Queens,South Ozone Park,40.67194,-73.79526,Private room,40.0,30,138,1.78,3,180,4,0
"**Stylish, Quiet, Centrally Located (9th & 52nd)",Jordan,Manhattan,Hell's Kitchen,40.765057,-73.989037,Private room,165.0,30,90,1.36,1,180,1,0
The BEST of SoBro 70'GF space to enjoy*,Charlie,Bronx,Mott Haven,40.8065,-73.91595,Private room,165.0,1,151,1.91,1,263,10,1
Couple room/private bath. In the room Mid-Flushing,Liqin,Queens,Flushing,40.75909,-73.82141,Private room,118.0,1,272,3.45,6,353,71,1
Cozy Manhattan view one bedroom .,Alisa,Staten Island,Tompkinsville,40.63629,-74.07918,Entire home/apt,110.0,30,5,0.08,4,2,0,0
Comfy 1-bedroom Brooklyn apt in Residential Area,Nicole,Brooklyn,Crown Heights,40.67377,-73.94034,Entire home/apt,129.0,30,5,0.07,1,362,0,0
When Modern Meets Renovations Prewar Fort Greene,Rr,Brooklyn,Fort Greene,40.69028006259685,-73.97829598397286,Entire home/apt,254.0,30,78,1.0,2,212,3,0
A taste of townhouse living on the Upper West Side,Emma,Manhattan,Upper West Side,40.78061,-73.97527,Entire home/apt,150.0,30,10,0.23,1,179,2,0
☀Sunny & Comfy | 5★ Location | Spacious Yard | Pkg,Lana,Staten Island,Midland Beach,40.57552,-74.09086,Entire home/apt,208.0,30,33,0.51,1,264,6,0
Art filled peaceful paradise EV Union Square,Daisy,Manhattan,Greenwich Village,40.73377,-73.99252,Private room,93.0,30,183,2.31,1,336,1,0
"Private Room, Private Bath, 7 mins to Manhattan",Angel,Queens,Long Island City,40.75497,-73.93495,Private room,120.0,4,174,2.23,1,203,32,1
High-End Studio Central Park,Armstrong,Manhattan,Midtown,40.76549,-73.97829,Entire home/apt,654.0,1,2,0.09,3,269,1,1
"M&S Comfort Room.
Located on the 3rd floor (attic)",Michelle,Queens,St. Albans,40.70094,-73.75531,Private room,74.0,30,132,1.68,5,352,4,0
Gorgeous loft  with stunning view : Williamsburg,Amo,Brooklyn,Williamsburg,40.71749,-73.95529,Entire home/apt,214.0,30,18,0.23,1,71,1,0
Kozi Klean Kwiet,Lloyd,Queens,St. Albans,40.68751,-73.76205,Private room,93.0,30,106,1.35,4,180,1,0
Great private room in Sunnyside NYC 7 min Subway,Jose,Queens,Sunnyside,40.73695,-73.91876,Private room,48.0,30,77,0.98,7,321,2,0
Soho Haven | 3BR Soho Loft with Keyed Elevator,Haus,Manhattan,SoHo,40.7240392,-74.002914,Entire home/apt,1114.0,30,196,2.51,1,281,1,0
Williamsburg WaterSide Private 1 bed 1 bath,Yoo MI,Brooklyn,Williamsburg,40.71873,-73.96205,Private room,189.0,30,45,0.58,1,90,0,0
"A Brooklyn Loft in Sunset Park, near Industry City",Mikhail,Brooklyn,Sunset Park,40.6541,-74.00969,Entire home/apt,360.0,30,1,0.03,2,356,0,0
Private room in hallway,Jose,Bronx,Wakefield,40.88825,-73.85908,Private room,37.0,30,68,0.86,6,0,1,0
3L · 3L · 3L · 2BED Close UN Location full Kitchen,Beekman,Manhattan,Midtown,40.7534,-73.96617,Entire home/apt,643.0,3,19,0.24,5,286,1,1
NYC suite w/ private bathroom - 9 min Times Square,Sonamla,Queens,Astoria,40.75708,-73.92599,Private room,92.0,2,345,4.43,2,43,70,1
Edna'a Private Room-5 Minute Walk To Yankee Stadiu,Edna,Bronx,Concourse,40.82372,-73.92623,Private room,108.0,30,205,2.63,1,152,2,0
Brand New Beautiful Home (25 min to Manhattan),Zain,Queens,Woodside,40.74121,-73.89965,Entire home/apt,230.0,30,117,1.51,2,365,0,0
"Cozy bed & new friend @ Upper West Side, NYC.",Michael,Manhattan,Upper West Side,40.77749,-73.98407,Shared room,101.0,30,23,0.3,1,180,0,0
Brooklyn Tree House,Anthony,Brooklyn,Williamsburg,40.71767,-73.95329,Entire home/apt,380.0,30,67,0.86,1,83,3,0
"2 Bdrm Central Park-Convenient, Clean, Near Metro",Sam,Manhattan,Upper West Side,40.8001,-73.96052,Entire home/apt,245.0,30,37,0.5,1,364,0,0
#2BED Midtown Full Kitchen,Beekman,Manhattan,Midtown,40.7534,-73.96617,Entire home/apt,582.0,3,19,0.24,5,286,1,1
Cosy small room 15 mins away from Manhattan,Hawk,Queens,Sunnyside,40.73865,-73.92731,Private room,37.0,30,40,0.51,2,68,2,0
Large Bedroom Steps from Q Train (Left Room),Lee,Brooklyn,Flatbush,40.64212,-73.96574,Private room,75.0,30,56,0.72,8,259,4,0
Rock Rock Rockaway Beach House,Bill And Lori,Queens,Rockaway Beach,40.59007,-73.81407,Entire home/apt,176.0,30,186,2.63,1,230,0,0
Brand New Uber-Clean Minimalist Bushwick #10377,Ruben,Brooklyn,Bushwick,40.70296439360243,-73.92670124072912,Entire home/apt,152.0,60,40,0.51,1,299,3,0
Bronx House #4_3,Steve,Bronx,Morris Park,40.8522,-73.85009,Private room,60.0,30,7,0.17,6,303,0,0
Sun-Drenched  Perch in Charming Brownstone,Joyce,Brooklyn,Carroll Gardens,40.68291,-73.99284,Entire home/apt,135.0,30,13,0.16,1,29,0,0
Comfort Away from Home 1 room,Patrick,Brooklyn,East Flatbush,40.65106,-73.92469,Entire home/apt,129.0,30,80,1.02,1,179,0,0
Organic Oasis Duplex (EMF-free),Karliin,Manhattan,Hell's Kitchen,40.76488,-73.99076,Entire home/apt,350.0,60,0,0.0,1,177,0,0
Metro less than 1 minute walk  2 separate  BDRM’s,Linda,Bronx,Port Morris,40.80138,-73.91581,Private room,145.0,30,46,0.58,2,362,0,0
Cozy&Clean bedroom,Tajudeen,Staten Island,Mariners Harbor,40.63206,-74.15362,Private room,76.0,30,236,3.05,1,90,0,0
Stunning Sun-soaked Rooftop Apt in Prime Harlem,Lucie,Manhattan,Harlem,40.8099,-73.94421,Entire home/apt,130.0,30,31,0.45,1,166,3,0
HubXL: 7BR/4BA Train@900ft/NYC30min by nycHubHomes,Jeff,Queens,Jamaica,40.71094,-73.78254,Entire home/apt,359.0,30,94,1.23,5,337,0,0
The Ultimate W-Burg Experience-Historic Building!,Jan,Brooklyn,Williamsburg,40.71119,-73.94634,Entire home/apt,243.0,30,11,0.14,1,148,0,0
Beautiful Studio in Brooklyn,Eli,Brooklyn,Bergen Beach,40.62223,-73.90559,Entire home/apt,135.0,30,147,1.88,1,90,0,0
NY3182-4 Pvt Rm Full Bed Keypad Easy Parking,Sharon,Bronx,Schuylerville,40.8366813659668,-73.83421325683594,Private room,81.0,30,137,1.73,9,269,0,0
Comfortable Carroll Gardens 2 BR Amazing Location,David,Brooklyn,Carroll Gardens,40.6792,-73.99297,Entire home/apt,275.0,30,92,1.23,1,209,2,0
"Private Room Near Ferry, RUMC, SIUH, Wagner",Carrie,Staten Island,Randall Manor,40.63607,-74.09631,Private room,90.0,2,231,3.15,1,266,51,1
"Beautiful, Entire 1 bed aprt, 15 min to Manhattan.",Sammy,Queens,Sunnyside,40.74441,-73.92341,Entire home/apt,99.0,30,193,2.47,1,161,1,0
"Upper Manhattan room like a studio ""White room""",M,Manhattan,Washington Heights,40.85263,-73.93501,Private room,92.0,30,16,0.2,1,364,0,0
Chic modern studio,Mela,Manhattan,Upper West Side,40.78684,-73.9706,Entire home/apt,170.0,30,23,0.3,1,82,1,0
Bedroom Steps from Q Train (Middle Room),Lee,Brooklyn,Flatbush,40.64012,-73.96582,Private room,67.0,30,42,0.54,8,306,1,0
Sunny Bedroom Steps from Q Train (Right Room),Lee,Brooklyn,Flatbush,40.64043,-73.96406,Private room,70.0,30,45,0.58,8,211,3,0
Beautiful Garden Dwelling,Micheline,Queens,St. Albans,40.69107,-73.75468,Entire home/apt,76.0,30,65,0.83,5,306,0,0
"Home For Medical Professionals - ""Tesla""",Timothy Artemas,Brooklyn,East Flatbush,40.65284,-73.93788,Private room,59.0,30,4,0.06,46,50,1,0
Private Room in Authentic Luxury Loft,Thomas,Brooklyn,Williamsburg,40.71715,-73.94666,Private room,96.0,4,87,1.11,2,183,29,1
Brooklyn House at 443 Linden Room 1 (red),Marian,Brooklyn,East Flatbush,40.65263,-73.94349,Private room,38.0,30,20,0.26,1,178,0,0
"Home For Medical Professionals - ""Abducens""",Timothy Artemas,Brooklyn,East Flatbush,40.65247,-73.93629,Private room,59.0,30,0,0.0,46,311,0,0
"Home For Medical Professionals - ""Xenon""",Timothy Artemas,Brooklyn,East Flatbush,40.65399,-73.93633,Private room,56.0,30,5,0.09,46,324,0,0
"Blueground | Tribeca, great views & indoor pool",Blueground,Manhattan,Tribeca,40.71579,-74.00587,Entire home/apt,417.0,31,0,0.0,1194,1,0,0
Luxury Affordable comfort in the Bronx-Suite 3!,Annick,Bronx,Edenwald,40.89216,-73.84247,Private room,89.0,30,97,1.24,3,365,0,0
"Home For Medical Professionals - ""Fossa""",Timothy Artemas,Brooklyn,East Flatbush,40.65263,-73.93608,Private room,56.0,30,7,0.1,46,365,0,0
"Home For Medical Professionals - ""Gamma""",Timothy Artemas,Brooklyn,East Flatbush,40.65421,-73.93796,Private room,59.0,30,6,0.13,46,310,0,0
"Home For Medical Professionals - ""Kinetic""",Timothy Artemas,Brooklyn,East Flatbush,40.65428,-73.93636,Private room,59.0,30,4,0.11,46,337,1,0
TRIBECA/SOHO 2 BEDROOM LUXURY LOFT w FIREPLACE,Roberto,Manhattan,SoHo,40.72054,-74.00198,Entire home/apt,1014.0,30,109,1.4,1,268,3,0
Lovely 1 Bedroom Apartment,Will,Brooklyn,Bedford-Stuyvesant,40.68482,-73.95303,Entire home/apt,339.0,30,5,0.17,1,362,0,0
Beautiful Studio Apartment in East Harlem,Andrew,Manhattan,East Harlem,40.80008,-73.93762,Entire home/apt,115.0,30,16,0.22,1,83,0,0
Brooklyn House at 443 linden Bedroom 2,Bryan,Brooklyn,East Flatbush,40.65376,-73.94161,Private room,44.0,30,17,0.22,4,55,0,0
Encuentra la tranquilidad ideal,Adriana,Queens,East Elmhurst,40.76339,-73.88675,Private room,36.0,30,43,0.55,1,88,0,0
Brooklyn House at 443 Linden - Room 5 (Orange),Bryan,Brooklyn,East Flatbush,40.65405,-73.94332,Private room,84.0,30,4,0.05,4,362,0,0
4D · 4D · 4D · Large 2BED UN Location Full Kitchen,Beekman,Manhattan,Midtown,40.7534,-73.96617,Entire home/apt,627.0,3,39,0.5,5,286,10,1
Brooklyn House at 443 Linden Room 3(yellow),Bryan,Brooklyn,East Flatbush,40.65245,-73.94206,Private room,45.0,30,18,0.23,4,289,0,0
Brooklyn House at 443 linden Bedroom 4,Bryan,Brooklyn,East Flatbush,40.65239,-73.94354,Private room,41.0,30,6,0.08,4,216,2,0
Welcome Home To A Peaceful Home Away From Home,Sunnymello Homes,Brooklyn,Bushwick,40.68807,-73.91902,Entire home/apt,150.0,90,2,0.07,1,180,0,0
Cozy Spacious Studio - Times Square/Grand Central,Jaime,Queens,Woodside,40.74534,-73.90923,Entire home/apt,80.0,30,119,1.53,3,98,2,0
Amazing 2Bed apt in Union Square,Isabelle,Manhattan,East Village,40.73201,-73.98728,Entire home/apt,499.0,30,0,0.0,1,178,0,0
Renovated Dining 5min to 74st Express subway + AC,Hiroki,Queens,Jackson Heights,40.74908,-73.8938,Private room,53.0,30,5,0.07,254,30,0,0
Crown Heights Urban Royal Penthouse,MauriceAnthonyEnt,Brooklyn,Crown Heights,40.67539,-73.94162,Private room,141.0,30,79,1.05,3,365,2,0
Air B and B at the Grand Old Mansion,William,Brooklyn,Crown Heights,40.67426,-73.94673,Entire home/apt,71.0,30,228,2.96,6,124,4,0
Cozy and Convenient,Marvin,Brooklyn,East Flatbush,40.64919,-73.93056,Private room,87.0,30,20,0.26,2,364,0,0
New York Modern Studio,Zhen Zhen,Queens,Maspeth,40.72022,-73.90085,Entire home/apt,130.0,30,35,0.45,2,112,1,0
THE HIVE // Brand New 3-Story Luxury Townhome,Eli,Brooklyn,Greenpoint,40.72639,-73.94652,Entire home/apt,1491.0,30,19,0.3,1,178,0,0
"Blueground | UWS, open kitchen, doorman & gym",Blueground,Manhattan,Upper West Side,40.777553,-73.9834589,Entire home/apt,372.0,31,2,0.04,1194,261,0,0
Downtown Manhattan! -February - Fidi/CityHall,Ben,Manhattan,Financial District,40.70996,-74.00694,Private room,57.0,30,16,0.21,2,261,0,0
Cozy Room for Rent very close to Manhattan,Jeanny,Queens,Astoria,40.77108,-73.92052,Private room,80.0,30,20,0.26,3,298,1,0
Private and cozy bedroom near Central Park.,Eddie,Manhattan,Upper East Side,40.76755,-73.9541,Private room,122.0,30,7,0.11,3,174,0,0
Manhattan theater district,Marina,Manhattan,Hell's Kitchen,40.76017,-73.99202,Entire home/apt,145.0,30,10,0.13,1,256,1,0
New MidCentury Modern Apt In the Heart Of Brooklyn,Mj,Brooklyn,Flatbush,40.63295,-73.96094,Entire home/apt,99.0,30,78,1.15,1,305,3,0
Your home away from home!!,Wendy,Brooklyn,Crown Heights,40.67591,-73.93908,Entire home/apt,104.0,30,91,1.17,1,106,4,0
"Well located, clean, beautiful Apt with backyard",Florence,Manhattan,Harlem,40.81175,-73.94555,Entire home/apt,250.0,151,40,0.51,1,335,4,0
"Spacious and Bright, Lakeside Prospect Park B/Q",Jewel,Brooklyn,Flatbush,40.65003,-73.96403,Private room,101.0,30,132,1.67,2,149,1,0
The East Village Sanctuary,Dominique,Manhattan,East Village,40.72883,-73.98753,Entire home/apt,199.0,30,9,0.22,1,364,0,0
Airy 1BR Loft in Vinegar Hill (Steps to DUMBO!),Robert Nicholas,Brooklyn,Vinegar Hill,40.7026,-73.98155,Entire home/apt,139.0,30,0,0.0,1,290,0,0
Bedroom available,Cindy,Queens,Ditmars Steinway,40.77443,-73.91462,Private room,150.0,30,2,0.03,2,365,0,0
Welcoming place in Upper East Side,Ruben,Manhattan,East Harlem,40.79841,-73.93463,Private room,83.0,3,126,1.6,1,4,31,1
"3 Full Beds, 1Bedroom, Korea-town, Times Square12",Seok Joon,Manhattan,Midtown,40.74707,-73.98785,Entire home/apt,290.0,2,117,1.52,21,180,27,1
Midtown West,Agatha,Manhattan,Hell's Kitchen,40.7629765,-73.98805759999999,Entire home/apt,80.0,30,1,0.04,1,215,0,0
Bronx ROOM #2 NYC-BEST DEAL,Steve,Bronx,Morris Park,40.85322,-73.85232,Private room,60.0,30,25,0.32,6,120,3,0
"Studio Apt, one block from Central Park, W 69th St",Barry,Manhattan,Upper West Side,40.77675,-73.98136,Entire home/apt,227.0,30,13,0.21,8,275,4,0
A Charming 1 Bedroom Oasis Apartment,Kizzie,Brooklyn,Prospect-Lefferts Gardens,40.6613,-73.95365,Entire home/apt,100.0,30,33,0.42,2,174,1,0
Townhouse in best Brooklyn neighborhood,Dena,Brooklyn,Gowanus,40.67884,-73.99149,Entire home/apt,200.0,30,9,0.29,2,63,0,0
Great Access! Close to station/5line u can use!,Shogo,Queens,Woodside,40.7446,-73.89291,Private room,33.0,30,6,0.08,231,50,1,0
Bright renovated studio off CPW,Amy,Manhattan,Upper West Side,40.79863,-73.96085,Entire home/apt,100.0,30,6,0.14,16,265,0,0
"Luxury Penthouse Suite at the Manhattan Club, NYC",Edward,Manhattan,Midtown,40.76419,-73.98048,Private room,736.0,3,8,0.12,1,342,1,1
Linda's Place,Merle,Queens,Hollis,40.70753,-73.7673,Private room,90.0,30,20,0.26,1,364,0,0
Cozy BKLYN  Bedroom in Apartment w/ backyard,Kian,Brooklyn,Bedford-Stuyvesant,40.69381,-73.94767,Private room,297.0,30,47,0.6,2,90,1,0
Modern private room in the heart of Williamsburg,Nicolette,Brooklyn,Williamsburg,40.71214,-73.96104,Private room,158.0,30,24,0.78,1,181,3,0
Room has queen size bed,Anthony,Manhattan,Midtown,40.76301,-73.98005,Private room,200.0,30,13,0.3,2,363,1,0
FT GREENE Studio (1BD FEEL): Near All Subways!,Shearly,Brooklyn,Fort Greene,40.68464,-73.97519,Entire home/apt,135.0,30,50,0.65,1,213,1,0
"Sunny, Modern Williamsburg Condo Steps from Train",John,Brooklyn,Williamsburg,40.71557,-73.95039,Entire home/apt,135.0,30,65,0.86,1,119,7,0
Ex-Large 2 Bedroom Apartment Harlem Delight!,Curtiss,Manhattan,Harlem,40.80797,-73.94865,Entire home/apt,159.0,30,33,0.44,1,176,2,0
Queens home in quiet neighborhood Room 2,Anthony,Queens,St. Albans,40.70609,-73.76185,Private room,55.0,30,44,0.57,2,270,0,0
"Small Cozy Room in Astoria, Queens",Yasha,Queens,Astoria,40.76678,-73.91058,Private room,72.0,30,33,0.42,3,88,0,0
New York on the Ocean,Elena,Brooklyn,Brighton Beach,40.57476,-73.9562,Entire home/apt,227.0,30,24,0.32,3,88,0,0
Quaint Bedroom in Forest Hills,Nadia,Queens,Forest Hills,40.71257,-73.84309,Private room,209.0,30,6,0.08,5,365,0,0
Beautiful piano Brooklyn condo overlooking park,Meir,Brooklyn,Crown Heights,40.67174,-73.94406,Entire home/apt,69.0,30,258,3.43,1,61,2,0
The Soul Sanctuary: Goddess Room,Annette,Queens,Ditmars Steinway,40.77874,-73.91045,Private room,75.0,30,0,0.0,1,362,0,0
Cozy place to stay 7 minutes from Manhattan...,Elizabete,Queens,Astoria,40.76138,-73.91946,Private room,145.0,30,16,0.23,1,365,0,0
Artist 2 bedroom Apt east village NYC,Alex,Manhattan,East Village,40.7266,-73.97914,Private room,228.0,30,10,0.14,3,363,0,0
